position,special_char,upper_case,numeral,aggregate,length,significance,freq_score,proper_noun,noun,verb,named_entity,cue_phrases,centrality
0.69,0,2,1,0.23,0.016778523,741.94,10,0,14,5,4,0.02,0.014914318
0.69,6,0,1,0.26,0.184563758,676.96,101,0,15,2,6,0.01,0.013528021
0.69,2,1,0,0.17,0.025167785,574.4,15,0,21,7,2,0.01,0.013858376
0.68,0,0,0,0.25,0.003355705,477.99,2,0,3,0,0,0,0.015001917
0.68,2,3,3,0.1,0.291946309,475.26,146,2,18,5,7,0.03,0.006322133
0.68,2,0,0,0.22,0.041946309,708.77,23,0,10,4,1,0.01,0.014968773
0.68,0,3,0,0.22,0.003355705,32,0,1,11,4,1,0.02,0.018103389
0.68,0,2,1,0.21,0.046979866,648.77,27,1,11,3,2,0,0.015245836
0.67,0,0,1,0.22,0.021812081,420.73,11,0,10,6,1,0.01,0.015754871
0.67,4,1,1,0.27,0.052013423,588.09,31,0,16,4,3,0.04,0.01430301
0.67,0,0,0,0.21,0.010067114,987.28,6,0,2,1,0,0.01,0.015646082
0.67,2,5,9,0.23,0.010067114,398.13,6,0,38,12,10,0,0.014414366
0.66,0,2,2,0.28,0.038590604,448.03,14,1,10,4,2,0.01,0.012068372
0.66,3,4,3,0.22,0.018456376,985.08,11,3,25,5,3,0,0.015709313
0.66,0,2,1,0.23,0.041946309,764.41,25,0,10,4,1,0,0.015091983
0.66,1,4,3,0.22,0.038590604,625.79,23,4,28,4,6,0.02,0.014889054
0.65,0,0,0,0.2,0.013422819,410.72,8,0,2,2,0,0.01,0.01455122
0.65,5,4,0,0.2,0.067114094,761.81,40,3,23,7,0,0.01,0.014580769
0.65,0,0,0,0.2,0.005033557,941.44,3,0,1,1,0,0.02,0.014692658
0.65,7,6,3,0.2,0.072147651,638.08,42,6,63,33,8,0,0.010674903
0.65,0,0,0,0.23,0.093959732,526.3,54,1,9,2,1,0.01,0.016022153
0.64,1,1,0,0.21,0.033557047,604.29,20,2,11,5,1,0.01,0.015224445
0.64,0,0,0,0.3,0.038590604,245.01,15,0,10,4,0,0.01,0.011469618
0.64,2,1,0,0.28,0.092281879,574.54,53,2,7,0,0,0.01,0.014917583
0.64,1,0,0,0.23,0.052013423,419.74,26,0,22,7,0,0.01,0.017471321
0.63,1,3,1,0.24,0.083892617,287.21,32,0,11,5,2,0,0.014481937
0.63,2,4,0,0.21,0.067114094,490.36,31,2,10,8,2,0,0.014848735
0.63,0,3,1,0.21,0.105704698,465.6,55,0,6,5,1,0.02,0.014882486
0.63,4,7,0,0.23,0.073825503,605.87,42,8,35,8,8,0.01,0.015931703
0.62,2,2,0,0.2,0.036912752,696.12,21,0,10,2,1,0.02,0.014596822
0.62,0,1,0,0.15,0.043624161,696.17,26,0,6,3,0,0.02,0.011621101
0.62,9,9,0,0.18,0.112416107,692.5,65,4,64,17,7,0.02,0.014284783
0.62,0,2,0,0.26,0.036912752,811.19,22,0,8,5,0,0.02,0.015321927
0.61,0,3,0,0.27,0.040268456,813.8,21,0,4,0,0,0.02,0.014500159
0.61,1,13,0,0.19,0.015100671,396.1,9,9,95,35,7,0.02,0.016641796
0.61,0,0,0,0.25,0.033557047,495.29,15,0,12,6,0,0.04,0.01623172
0.61,0,0,0,0.31,0.026845638,740.02,16,1,2,0,0,0.02,0.012431702
0.61,2,1,0,0.18,0.065436242,739.77,37,0,17,6,0,0.02,0.014490196
0.6,0,0,0,0.27,0.010067114,821.37,6,0,9,3,0,0.03,0.016011548
0.6,5,2,0,0.16,0.083892617,641.46,48,0,20,7,2,0,0.01181609
0.6,1,0,0,0.26,0.046979866,659.92,23,0,4,1,0,0.02,0.014649855
0.6,0,0,0,0.17,0.018456376,753.88,9,0,3,1,0,0.01,0.011987403
0.59,4,3,0,0.24,0.145973154,807.35,85,9,16,5,4,0,0.016008938
0.59,0,2,0,0.26,0.035234899,754.6,17,7,8,1,0,0.02,0.015812249
0.59,0,8,4,0.25,0.087248322,814.3,49,1,24,4,4,0.03,0.016767942
0.59,0,4,7,0.26,0.021812081,751.59,12,0,14,5,8,0.02,0.014352237
0.58,0,0,0,0.23,0.016778523,444.52,9,0,4,3,0,0.01,0.015189614
0.58,2,6,7,0.26,0.015100671,487.04,8,6,23,6,9,0.01,0.017374355
0.58,0,0,0,0.2,0.031879195,504.19,18,0,1,1,0,0,0.013623528
0.58,4,10,7,0.2,0.053691275,683.13,31,1,32,5,10,0.01,0.010735947
0.58,5,7,6,0.24,0.053691275,586.36,31,0,32,11,7,0.01,0.014871577
0.57,0,4,3,0.3,0.036912752,731.14,20,1,13,5,4,0,0.01293877
0.57,2,2,0,0.24,0.018456376,569.22,11,8,17,5,8,0,0.015275945
0.57,7,5,2,0.22,0.031879195,665.9,15,5,36,10,6,0.01,0.014972844
0.57,0,4,3,0.18,0.045302013,721.83,25,6,21,5,7,0.01,0.013420112
0.56,4,7,3,0.15,0.033557047,582.41,20,23,42,4,19,0.01,0.012042898
0.56,2,3,1,0.22,0.025167785,482.24,12,5,28,7,6,0,0.014492449
0.56,3,3,1,0.21,0.058724832,479.98,30,0,38,10,3,0,0.01414691
0.56,2,5,6,0.2,0.120805369,476.76,58,0,27,5,10,0.01,0.014511943
0.55,0,3,3,0.19,0.129194631,476.8,62,0,16,4,4,0,0.013898003
0.55,0,0,1,0.21,0.083892617,372.91,40,5,17,4,6,0,0.014077455
0.55,3,1,0,0.25,0.013422819,528.34,8,0,41,10,0,0.01,0.016532011
0.55,2,2,9,0.3,0.015100671,447.52,9,0,14,4,11,0,0.012832607
0.55,2,0,0,0.27,0.023489933,402.29,12,1,13,3,2,0,0.014452403
0.54,3,0,0,0.31,0.010067114,812.03,6,0,3,2,0,0,0.013393553
0.54,0,1,0,0.24,0.033557047,778.71,20,1,10,5,0,0,0.016046555
0.54,0,0,0,0.28,0.005033557,941.44,3,0,12,2,1,0.02,0.014109915
0.54,0,1,3,0.3,0.020134228,874.31,12,0,25,9,3,0,0.012899708
0.53,1,1,0,0.31,0.062080537,867.08,36,0,5,2,0,0.04,0.014201483
0.53,6,4,1,0.24,0.033557047,565.32,20,2,32,12,2,0.02,0.016743193
0.53,4,1,0,0.29,0.016778523,1022.6,10,0,14,6,1,0.01,0.013050965
0.53,0,0,0,0.23,0.035234899,631.01,20,0,8,2,2,0.02,0.015578211
0.52,4,8,6,0.19,0.053691275,521.82,29,0,53,11,10,0.01,0.013055295
0.52,1,1,0,0.32,0.005033557,941.44,3,0,13,2,0,0,0.010155809
0.52,0,5,1,0.21,0.030201342,641.51,18,6,33,9,4,0,0.015237705
0.52,0,3,0,0.3,0.072147651,559.77,40,0,9,2,1,0.03,0.011637959
0.52,0,3,4,0.22,0.053691275,670.94,30,0,9,2,5,0.02,0.014427775
0.51,0,1,0,0.2,0.026845638,537.83,16,1,7,3,1,0.02,0.015380135
0.51,2,4,0,0.27,0.005033557,941.44,3,1,14,3,1,0.01,0.016023446
0.51,2,5,1,0.28,0.216442953,487.42,119,1,20,5,1,0,0.014089432
0.51,0,3,1,0.28,0.063758389,425,36,0,20,8,1,0.01,0.013848302
0.5,0,2,0,0.3,0.023489933,629.06,13,2,11,8,0,0.01,0.011402776
0.5,0,6,0,0.28,0.035234899,564.06,20,0,11,1,0,0.04,0.015126716
0.5,2,0,0,0.27,0.075503356,645.44,44,1,10,5,2,0.01,0.015050206
0.5,0,4,0,0.27,0.021812081,720.04,13,2,16,8,0,0.02,0.013976479
0.49,2,4,0,0.32,0.045302013,519.68,23,0,13,2,0,0.01,0.012853889
0.49,0,1,0,0.27,0.011744966,923.16,7,0,9,5,0,0.03,0.014787342
0.49,2,0,1,0.28,0.030201342,526.5,17,0,22,10,1,0.02,0.01512943
0.49,18,8,5,0.31,0.031879195,379.1,17,1,45,12,10,0.01,0.013157258
0.48,28,16,18,0.31,0.02852349,316.35,16,16,65,21,26,0.02,0.011237229
0.48,32,6,19,0.29,0.063758389,542.16,34,7,52,10,24,0.01,0.012494074
0.48,0,0,0,0.21,0.043624161,689.51,25,0,4,3,0,0.02,0.016390338
0.48,0,0,0,0.23,0.005033557,941.44,3,1,4,4,0,0.01,0.016541508
0.48,0,0,0,0.21,0.072147651,512.79,41,0,9,3,0,0,0.016638688
0.47,0,0,0,0.24,0.016778523,257.19,7,2,4,3,0,0.01,0.012713344
0.47,0,3,1,0.29,0.052013423,605.11,30,3,15,4,1,0.01,0.013843214
0.47,0,0,0,0.25,0.003355705,769.42,2,0,1,1,0,0.02,0.015737387
0.47,0,4,2,0.2,0.001677852,1285.48,1,0,9,3,2,0,0.010735947
0.46,2,3,2,0.26,0.026845638,544.64,15,1,23,11,2,0,0.014087978
0.46,3,2,3,0.29,0.092281879,615.76,53,0,14,6,3,0.01,0.013410983
0.46,0,1,1,0.3,0.055369128,870.63,32,1,6,4,1,0.02,0.013057977
0.46,1,2,0,0.22,0.072147651,770.35,41,1,10,7,0,0.02,0.016450194
0.45,3,1,0,0.3,0.058724832,701.49,33,4,17,4,7,0.01,0.014194775
0.45,0,0,0,0.15,0.026845638,793.89,16,0,1,1,0,0.01,0.011609426
0.45,2,2,0,0.2,0.053691275,717.61,30,0,12,2,0,0.01,0.010735947
0.45,4,5,0,0.21,0.052013423,407.58,28,1,29,7,0,0.02,0.014958717
0.45,2,3,0,0.22,0.041946309,293.81,18,1,17,12,1,0,0.016096377
0.44,2,2,1,0.25,0.036912752,433.91,19,1,11,5,2,0,0.016223011
0.44,0,0,0,0.21,0.048657718,775.4,29,0,1,1,0,0,0.017799919
0.44,9,13,7,0.2,0.058724832,614.04,32,2,89,25,9,0.02,0.010735947
0.44,0,7,0,0.26,0.033557047,846.11,20,0,23,8,1,0.01,0.013297884
0.43,0,0,0,0.31,0.048657718,611.79,28,1,7,3,0,0.03,0.013513715
0.43,0,1,0,0.26,0.053691275,531.94,32,0,1,0,0,0.02,0.017706833
0.43,0,4,0,0.12,0.026845638,519.29,16,0,13,6,0,0.01,0.008441671
0.43,0,4,4,0.28,0.045302013,379.71,24,2,28,7,7,0.01,0.015054927
0.42,0,2,0,0.25,0.040268456,475.37,22,1,6,5,1,0,0.015209319
0.42,0,1,1,0.28,0.026845638,308.06,14,0,15,5,1,0.01,0.014630974
0.42,1,0,0,0.2,0.021812081,207.42,10,0,5,0,1,0,0.014799704
0.42,1,2,0,0.18,0.020134228,707.89,11,1,11,4,2,0,0.014618988
0.42,0,2,0,0.17,0.025167785,227.48,12,1,11,6,0,0.03,0.013395956
0.41,0,1,0,0.26,0.045302013,325.51,26,1,9,6,0,0.01,0.016751702
0.41,5,3,1,0.24,0.02852349,349.82,13,1,26,8,1,0,0.015989269
0.41,0,4,2,0.23,0.025167785,302.2,8,1,20,6,2,0,0.014531285
0.41,0,0,0,0.19,0.043624161,643.09,26,0,1,1,0,0.01,0.014108059
0.4,7,5,0,0.2,0.036912752,429.81,20,0,24,10,3,0.02,0.010735947
0.4,0,0,1,0.23,0.010067114,653.47,6,5,7,1,6,0.02,0.014926224
0.4,1,2,2,0.25,0.05033557,899.58,29,0,21,6,3,0.07,0.014635948
0.4,0,0,0,0.22,0.023489933,597.07,13,0,0,1,0,0.01,0.014917398
0.39,0,0,0,0.19,0.015100671,330.85,8,0,1,0,0,0.04,0.013027762
0.39,0,1,0,0.22,0.010067114,387.44,5,0,13,4,0,0.01,0.012740946
0.39,4,3,2,0.18,0.030201342,988.86,18,7,35,8,5,0,0.013892895
0.39,4,1,0,0.27,0.025167785,766.85,15,1,18,7,4,0.02,0.013520519
0.39,4,5,0,0.22,0.041946309,775.87,22,3,30,4,3,0.02,0.015093572
0.38,2,5,0,0.26,0.067114094,689.5,38,3,24,6,4,0.02,0.014713178
0.38,0,2,0,0.27,0.05704698,606.71,33,1,10,3,2,0.01,0.01442475
0.38,0,1,0,0.23,0.021812081,538.56,11,1,17,6,3,0.01,0.0154086
0.38,2,2,0,0.22,0.041946309,720.4,23,1,16,9,2,0.01,0.014849173
0.37,4,2,1,0.25,0.033557047,527.98,16,0,15,5,5,0.01,0.015002279
0.37,0,2,1,0.2,0.031879195,663.61,18,1,15,5,4,0.02,0.014785226
0.37,0,1,1,0.18,0.046979866,609.91,28,1,17,5,4,0.02,0.013703018
0.37,2,2,1,0.27,0.008389262,429.97,4,0,16,11,4,0.02,0.013693436
0.36,1,1,0,0.28,0.05033557,452.24,30,1,11,8,2,0,0.013205696
0.36,0,3,5,0.24,0.043624161,583.93,25,1,18,7,7,0.02,0.014340065
0.36,2,7,4,0.28,0.046979866,764.49,27,1,21,6,5,0.01,0.013730983
0.36,0,3,2,0.25,0.030201342,751.56,18,0,10,3,2,0.01,0.014280089
0.35,4,2,1,0.28,0.045302013,581.5,26,1,13,6,1,0.03,0.013177959
0.35,0,5,0,0.29,0.14261745,587.16,76,2,16,7,3,0.01,0.01298387
0.35,0,2,1,0.22,0.035234899,406.04,20,0,11,5,1,0.02,0.013528555
0.35,0,2,0,0.27,0.031879195,438.86,18,6,10,2,5,0,0.013221588
0.35,2,0,0,0.23,0.018456376,884.4,10,0,5,3,0,0.02,0.015388314
0.34,0,2,1,0.19,0.063758389,537.93,35,0,9,3,3,0.01,0.013956863
0.34,0,2,0,0.24,0.016778523,445.22,9,2,14,8,0,0.01,0.016202156
0.34,0,2,1,0.26,0.040268456,409.81,23,0,12,3,2,0.01,0.014537435
0.34,0,0,1,0.26,0.062080537,712.08,34,0,8,4,2,0.02,0.014648404
0.33,2,2,2,0.23,0.011744966,604.2,7,0,15,6,2,0.02,0.014993005
0.33,1,4,3,0.28,0.025167785,892.65,14,1,17,4,5,0,0.014524012
0.33,0,0,0,0.25,0.033557047,580.53,18,0,3,1,0,0.02,0.015393873
0.33,0,0,1,0.12,0.068791946,678.03,38,4,18,5,1,0.02,0.007831295
0.32,0,0,0,0.23,0.05704698,660.55,33,0,6,4,0,0.02,0.014300203
0.32,0,1,1,0.26,0.015100671,693.32,9,1,5,2,2,0.01,0.017271347
0.32,0,0,1,0.2,0.073825503,362.12,36,0,2,3,1,0,0.016656305
0.32,0,0,1,0.19,0.031879195,526.97,19,3,13,5,1,0.01,0.014635541
0.32,0,0,0,0.21,0.025167785,425.75,15,0,7,2,1,0.01,0.013931624
0.31,0,0,0,0.25,0.016778523,699.04,10,0,11,7,1,0.03,0.014114454
0.31,1,2,4,0.19,0.048657718,528.67,29,1,14,14,7,0.01,0.013755859
0.31,4,2,1,0.28,0.015100671,387.02,7,4,23,5,1,0.02,0.012257961
0.31,0,0,1,0.28,0.006711409,331.03,3,0,5,3,1,0,0.01353278
0.3,0,1,2,0.27,0.036912752,613.73,22,0,12,6,3,0,0.01461817
0.3,0,4,2,0.27,0.010067114,328.84,6,5,15,3,7,0.01,0.012693677
0.3,0,0,0,0.24,0.040268456,548.32,24,0,11,5,0,0.02,0.015263318
0.3,1,1,0,0.23,0.016778523,235.6,7,0,17,4,1,0.01,0.017608812
0.29,0,0,0,0.32,0.033557047,516.3,19,0,2,0,0,0,0.009783443
0.29,1,3,0,0.16,0.041946309,693.17,22,2,18,3,1,0.01,0.014928955
0.29,0,2,2,0.29,0.025167785,840.86,15,0,15,4,5,0.01,0.010807728
0.29,1,1,0,0.25,0.023489933,320.24,14,1,17,5,2,0.01,0.013721389
0.29,0,0,3,0.26,0.016778523,366.31,7,0,9,6,3,0,0.017392568
0.28,0,0,0,0.18,0.025167785,743.52,15,0,12,5,0,0,0.012397495
0.28,1,2,0,0.27,0.020134228,599.29,12,2,54,18,3,0.01,0.014716226
0.28,0,0,1,0.29,0.021812081,306.89,11,0,11,7,1,0.01,0.012553707
0.28,0,1,1,0.2,0.026845638,563.33,16,0,12,2,1,0,0.013742916
0.27,0,0,0,0.19,0.016778523,558.42,9,2,8,3,0,0.03,0.014618708
0.27,2,0,0,0.23,0.016778523,535.76,8,0,25,5,0,0.01,0.016028017
0.27,0,0,0,0.19,0.058724832,497.26,33,0,5,4,0,0.01,0.014456096
0.27,1,0,1,0.21,0.036912752,516.8,21,0,12,7,1,0.01,0.014849004
0.26,2,1,0,0.18,0.036912752,396.67,19,2,23,5,2,0.01,0.01282503
0.26,0,1,1,0.25,0.015100671,663.29,9,3,4,2,2,0.02,0.014324558
0.26,0,2,1,0.23,0.033557047,478.96,18,0,12,3,3,0.03,0.015223923
0.26,0,1,0,0.27,0.016778523,195.66,9,0,12,5,0,0,0.014368602
0.26,2,4,1,0.29,0.013422819,570.24,5,4,28,13,2,0,0.013977808
0.25,0,0,0,0.27,0.053691275,580.43,31,0,20,4,1,0,0.01372923
0.25,0,0,0,0.21,0.023489933,528.99,10,4,6,2,0,0.01,0.01456927
0.25,0,0,3,0.21,0.011744966,1087.48,7,0,31,9,3,0,0.015746235
0.25,0,0,0,0.19,0.031879195,846.73,18,0,13,6,0,0,0.013838255
0.24,0,0,0,0.14,0.041946309,511.82,22,0,8,3,0,0.02,0.010195868
0.24,0,0,0,0.23,0.046979866,798.43,27,0,5,4,0,0,0.017310559
0.24,0,0,0,0.23,0.088926174,561.63,53,0,17,6,0,0.02,0.016464527
0.24,0,1,0,0.21,0.003355705,1262.89,2,1,5,4,1,0.01,0.014375857
0.23,0,0,1,0.26,0.040268456,722.3,23,0,2,2,1,0,0.017055579
0.23,2,0,2,0.16,0.05033557,727.58,30,3,12,6,5,0.02,0.012205612
0.23,0,1,1,0.21,0.058724832,671.52,35,0,3,2,1,0.02,0.015391485
0.23,3,0,1,0.15,0.05704698,563.33,34,0,16,7,2,0.02,0.013077776
0.23,0,1,0,0.22,0.045302013,559.87,26,2,7,1,2,0.02,0.014898646
0.22,0,0,2,0.19,0.05704698,582.6,32,0,14,9,2,0.02,0.014865786
0.22,0,0,0,0.22,0.041946309,417.93,24,8,19,2,1,0.01,0.013938899
0.22,0,0,2,0.14,0.073825503,533.7,44,0,10,5,2,0.01,0.011079432
0.22,0,1,0,0.18,0.003355705,1262.89,2,0,1,0,0,0.01,0.013634938
0.21,0,0,1,0.09,0.030201342,815.05,16,0,9,2,1,0,0.006479202
0.21,0,1,0,0.17,0.003355705,1262.89,2,3,6,1,3,0.03,0.012408302
0.21,0,0,0,0.17,0.038590604,708.08,21,0,10,2,0,0,0.015991862
0.21,0,0,1,0.19,0.003355705,1262.89,2,4,6,2,2,0.02,0.015716639
0.2,2,0,0,0.18,0.026845638,888.26,16,0,7,3,0,0,0.014221329
0.2,0,0,1,0.13,0.003355705,1262.89,2,0,6,2,2,0.03,0.009681768
0.2,0,0,0,0.12,0.043624161,642.04,23,0,5,2,1,0,0.009368606
0.2,0,0,0,0.19,0.003355705,1262.89,2,1,9,0,0,0.02,0.014751803
0.19,2,5,1,0.11,0.026845638,885.75,16,1,20,7,3,0,0.007688303
0.19,2,2,0,0.18,0.003355705,1262.89,2,1,12,7,1,0.03,0.014289995
0.19,0,1,0,0.21,0.040268456,646.05,21,1,14,3,2,0,0.014870443
0.19,0,0,1,0.15,0.031879195,943.49,19,0,5,2,1,0.02,0.011709528
0.19,0,0,1,0.2,0.003355705,1262.89,2,0,13,5,1,0.02,0.015371651
0.18,0,2,0,0.21,0.026845638,853.31,15,2,4,3,0,0,0.015656583
0.18,2,0,1,0.21,0.010067114,636.45,6,4,5,3,1,0.02,0.016351134
0.18,2,0,1,0.16,0.003355705,1262.89,2,6,24,4,1,0.01,0.013709636
0.18,0,1,0,0.19,0.016778523,510.66,10,0,9,2,1,0,0.01406127
0.17,0,0,0,0.2,0.010067114,869.26,6,3,5,0,0,0,0.015011716
0.17,0,1,1,0.2,0.013422819,811.38,8,0,10,5,3,0.07,0.012301316
0.17,2,3,3,0.14,0.023489933,615.6,14,0,11,8,5,0.01,0.011231695
0.17,2,1,0,0.27,0.045302013,698.87,25,1,16,5,1,0.03,0.013681757
0.16,6,3,0,0.2,0.025167785,618.92,15,2,28,11,3,0.02,0.014552987
0.16,0,0,0,0.22,0.018456376,426.45,11,0,1,0,0,0.01,0.014779891
0.16,2,2,1,0.18,0.030201342,511.21,15,1,12,7,2,0.02,0.009566471
0.16,0,2,1,0.18,0.045302013,632.26,25,2,19,5,2,0.01,0.013861866
0.16,2,2,0,0.2,0.05033557,610.94,28,2,19,6,1,0.01,0.013960241
0.15,2,4,3,0.2,0.02852349,423.52,17,0,20,7,5,0.01,0.014451171
0.15,2,3,2,0.24,0.052013423,554.55,27,2,19,5,2,0,0.014677485
0.15,0,1,2,0.25,0.045302013,630.16,22,0,17,10,3,0.01,0.015422204
0.15,0,0,2,0.3,0.015100671,603.17,7,0,11,5,2,0,0.011304959
0.14,3,1,2,0.3,0.036912752,679.98,20,2,24,11,4,0.03,0.011295243
0.14,0,0,0,0.27,0.036912752,503.33,21,0,1,0,0,0.02,0.014503713
0.14,0,1,1,0.18,0.010067114,1050.64,6,0,10,6,2,0.01,0.009566471
0.14,0,0,0,0.15,0.036912752,617.61,22,0,1,0,0,0.05,0.012212914
0.13,4,2,1,0.18,0.030201342,668.98,17,1,11,7,1,0.01,0.009566471
0.13,0,0,0,0.21,0.001677852,683.78,1,0,1,0,0,0.01,0.014270064
0.13,0,1,0,0.18,0.040268456,334.5,22,0,8,5,2,0,0.009566471
0.13,0,0,0,0.13,0.041946309,645.87,22,0,1,0,0,0,0.01005567
0.13,4,2,1,0.18,0.040268456,572.15,22,1,12,7,2,0.02,0.009566471
0.12,0,0,0,0.14,0.02852349,855.68,17,0,1,0,0,0.01,0.011628222
0.12,0,1,0,0.18,0.041946309,706.55,20,0,9,5,2,0.02,0.009566471
0.12,0,0,0,0.15,0.030201342,648.97,16,0,1,0,0,0.01,0.011728535
0.12,4,2,1,0.18,0.020134228,376.8,8,0,12,8,3,0.02,0.009566471
0.11,0,1,0,0.17,0.001677852,120.4,1,0,11,5,2,0.01,0.012797491
0.11,0,0,0,0.12,0.16442953,460.57,87,0,1,0,0,0,0.008481318
0.11,2,1,1,0.18,0.075503356,381.34,38,0,9,6,3,0.01,0.009566471
0.11,2,0,0,0.14,0.251677852,307.18,84,0,2,1,0,0.02,0.011053032
0.1,0,0,0,0.21,0.033557047,1040.14,20,0,1,0,0,0,0.015559806
0.1,0,2,1,0.18,0.030201342,769.93,17,0,7,3,2,0.02,0.009566471
0.1,0,0,0,0.11,0.020134228,874.65,11,0,2,1,0,0.02,0.007891446
0.1,1,1,0,0.2,0.025167785,519.9,12,0,6,1,2,0.02,0.013701772
0.1,0,1,0,0.13,0.013422819,255.9,6,1,10,1,1,0.01,0.010592518
0.09,0,2,0,0.26,0.011744966,125.15,5,0,20,5,1,0,0.014234217
0.09,0,1,0,0.25,0.005033557,343.13,3,0,1,0,0,0,0.014076261
0.09,0,2,1,0.09,0.010067114,636.7,5,0,9,4,3,0,0.006383939
0.09,0,0,0,0.22,0.036912752,489.53,22,0,7,3,1,0,0.014852662
0.08,2,0,0,0.2,0.005033557,741.47,3,0,10,6,1,0,0.015950127
0.08,0,0,1,0.13,0.020134228,427.37,11,0,19,8,2,0,0.009468508
0.08,2,0,0,0.18,0.016778523,359.42,9,1,21,8,1,0,0.013187533
0.08,0,0,1,0.19,0.018456376,475.21,10,0,8,3,4,0.02,0.013689217
0.07,0,1,1,0.16,0.083892617,348.15,45,7,27,6,2,0.01,0.013253063
0.07,0,1,0,0.18,0.030201342,493.09,18,5,22,2,7,0.01,0.012632726
0.07,0,0,1,0.01,0.035234899,306.85,17,0,0,0,1,0.02,0.002499312
0.07,0,0,0,0.19,0.015100671,702.23,9,0,4,3,1,0.01,0.013853542
0.06,0,1,0,0.09,0.023489933,461.97,12,0,13,6,2,0,0.006298023
0.06,4,6,2,0.26,0.018456376,276.89,7,0,18,3,2,0,0.016000048
0.06,0,0,0,0.22,0.046979866,553.01,28,0,2,1,0,0.02,0.014854861
0.06,2,5,3,0.26,0.023489933,340.04,14,1,18,4,7,0.02,0.014347896
0.06,2,3,0,0.22,0.030201342,300.97,17,1,16,2,0,0.03,0.012317562
0.05,0,0,0,0.21,0.060402685,350.22,33,0,1,0,0,0.03,0.015618012
0.05,0,5,1,0.25,0.055369128,402.64,31,3,16,4,5,0.03,0.015923039
0.05,0,1,2,0.13,0.038590604,465.93,22,1,16,5,4,0.03,0.00918755
0.05,1,3,3,0.22,0.040268456,585.11,22,1,18,3,8,0.03,0.015064332
0.04,0,0,0,0.23,0.041946309,431.94,22,0,9,6,1,0.01,0.015098046
0.04,2,1,1,0.21,0.036912752,430.46,19,0,11,8,1,0.01,0.015135367
0.04,0,0,0,0.17,0.036912752,319.81,17,0,10,6,2,0.02,0.013515442
0.04,0,0,0,0.24,0.038590604,386.06,20,0,7,3,1,0,0.014111365
0.03,1,0,0,0.23,0.020134228,806.74,12,0,0,1,0,0,0.014429455
0.03,1,0,4,0.27,0.023489933,345.35,11,0,56,16,4,0.02,0.015871432
0.03,1,0,0,0.11,0.010067114,491.47,6,0,27,13,0,0.02,0.008803808
0.03,1,78,8,0.29,0.033557047,551.2,18,102,133,6,84,0,0.011314996
0.03,0,0,0,0.25,0.030201342,439.17,16,0,10,5,0,0,0.012727636
0.02,0,0,1,0.26,0.023489933,402.81,13,0,0,0,1,0.01,0.013885675
0.02,2,4,0,0.31,0.02852349,254.08,13,3,11,4,0,0,0.011669509
0.02,0,0,0,0.05,0.021812081,268.18,10,1,6,4,0,0,0.003839891
0.02,0,0,2,0.23,0.018456376,457.14,9,0,9,2,5,0.01,0.014854773
0.01,0,0,1,0.25,0.018456376,631.99,11,1,4,1,2,0.01,0.013449499
0.01,0,0,0,0.24,0.035234899,521.96,18,0,3,1,0,0,0.016482891
0.01,0,0,1,0.26,0.025167785,361.48,12,0,3,1,2,0,0.016433713
0.01,0,0,0,0.14,0.021812081,361.08,11,1,4,2,0,0.01,0.011028638
0,0,0,0,0.14,0.016778523,308,8,2,17,3,3,0.01,0.01119083
0,0,0,0,0.2,0.025167785,411.11,13,0,1,1,0,0,0.01626766
1,0,1,0,0.28,0.013422819,133.6,5,0,5,2,3,0.01,0.013223774
0.5,0,0,0,0.14,0.023489933,298.18,10,1,8,2,1,0,0.0112597
1,0,0,0,0.13,0.013422819,350.79,7,0,7,5,0,0,0.01010972
1,2,2,3,0.25,0.02852349,305.46,14,1,37,14,9,0.01,0.014506343
1,0,0,2,0.28,0.040268456,333.56,21,0,12,4,3,0.01,0.012715258
1,0,0,2,0.28,0.025167785,381.72,14,0,10,6,6,0,0.012876121
1,0,1,2,0.3,0.018456376,625.16,10,0,6,2,2,0.01,0.014160285
1,0,1,0,0.22,0.010067114,857.38,5,1,7,7,0,0,0.01619824
1,0,1,0,0.28,0.036912752,530.56,16,0,4,4,0,0.04,0.015425989
1,0,2,0,0.17,0.041946309,388.82,16,0,15,7,1,0.01,0.014594973
1,0,0,0,0.1,0.026845638,792.43,14,0,8,4,2,0,0.008425126
1,0,1,0,0.27,0.011744966,352.25,6,0,13,4,0,0.03,0.013122755
0.99,0,0,4,0.24,0.026845638,811.79,16,0,22,7,6,0.01,0.015957273
0.99,0,2,1,0.29,0.011744966,905.23,5,1,19,7,2,0.01,0.014464977
0.99,0,0,1,0.26,0.010067114,653.62,4,0,15,6,3,0.02,0.015298429
0.99,0,1,1,0.29,0.026845638,405.31,11,0,15,6,1,0.01,0.012746803
0.99,2,2,0,0.28,0.018456376,719.04,8,1,16,5,0,0.01,0.015719146
0.99,0,2,0,0.26,0.02852349,642.5,15,2,14,6,2,0,0.014985632
0.99,0,3,0,0.23,0.087248322,478.88,39,0,14,5,0,0,0.014487307
0.99,0,2,0,0.31,0.144295302,681.31,79,2,14,7,2,0.01,0.012713799
0.99,0,1,0,0.23,0.186241611,800.02,106,0,7,4,0,0,0.014890566
0.99,2,1,1,0.23,0.040268456,766.98,21,0,10,3,2,0.01,0.015560355
0.99,0,1,0,0.24,0.043624161,786.88,25,0,3,1,1,0.01,0.016481879
