position,special_char,upper_case,numeral,aggregate,length,significance,freq_score,proper_noun,noun,verb,named_entity,cue_phrases,centrality
0.44,0,0,0,0.23,0.013422819,802.53,8,0,3,5,1,0,0.015895428
0.44,0,1,3,0.24,0.026845638,504.51,16,1,6,6,5,0,0.017541863
0.44,2,0,0,0.18,0.018456376,651.71,11,0,12,11,0,0.01,0.015023721
0.44,0,0,0,0.24,0.008389262,321.99,4,0,4,3,0,0.02,0.01790913
0.44,2,0,0,0.28,0.025167785,601.59,15,0,5,4,1,0.02,0.015650587
0.44,0,0,0,0.2,0.018456376,607.81,11,0,1,0,0,0,0.014695306
0.44,0,2,0,0.29,0.031879195,527.28,19,0,7,2,2,0,0.013246224
0.44,0,0,1,0.23,0.021812081,651.04,13,0,0,0,1,0.02,0.01604891
0.44,0,0,0,0.27,0.013422819,479.07,8,0,3,3,0,0.02,0.014755032
0.44,2,0,0,0.09,0.035234899,639.53,19,0,6,2,0,0.01,0.007339805
0.44,0,0,1,0.28,0.013422819,643.02,8,0,4,2,1,0.01,0.015432484
0.44,2,0,1,0.07,0.013422819,548.41,8,0,8,1,2,0,0.00486116
0.44,0,0,1,0.25,0.041946309,412.92,25,0,0,0,1,0.01,0.016374422
0.44,2,0,1,0.29,0.005033557,739.05,3,0,24,7,2,0.01,0.014842054
0.44,0,0,1,0.19,0.018456376,815.29,10,0,0,0,1,0.03,0.014933534
0.44,0,0,0,0.26,0.035234899,902.72,21,0,5,0,0,0,0.015880804
0.44,0,0,0,0.05,0.018456376,923.12,10,0,5,1,0,0.01,0.003839891
0.43,1,2,2,0.28,0.013422819,1075.94,8,1,18,4,5,0.02,0.015575291
0.43,0,0,10,0.05,0.025167785,788.05,15,0,6,2,10,0.03,0.003839891
0.43,0,0,1,0.25,0.038590604,545.36,23,0,0,0,1,0.04,0.016778585
0.43,0,0,0,0.26,0.026845638,767.02,16,0,7,2,0,0.02,0.017634734
0.43,2,0,0,0.28,0.030201342,579.62,17,0,6,2,0,0.01,0.015735724
0.43,0,0,3,0.29,0.001677852,62.15,1,0,10,6,3,0.03,0.015889243
0.43,0,0,3,0.08,0.013422819,616.82,7,0,4,4,3,0.02,0.00540288
0.43,1,1,0,0.3,0.025167785,605.81,14,0,6,2,0,0,0.0151356
0.43,0,0,1,0.31,0.010067114,541.65,6,0,0,0,1,0.02,0.013568222
0.43,1,3,2,0.25,0.018456376,343.42,11,3,9,4,3,0.04,0.017403767
0.43,0,0,0,0.24,0.013422819,577.97,7,0,4,4,2,0,0.015743812
0.43,0,1,0,0.27,0.021812081,607.56,13,1,8,4,1,0,0.015867368
0.43,0,0,0,0.13,0.001677852,172.83,1,0,3,2,1,0,0.009171351
0.43,0,0,0,0.3,0.026845638,791.1,16,0,4,1,0,0.02,0.013061495
0.43,0,0,0,0.28,0.018456376,600.09,11,0,8,5,1,0,0.013837717
0.43,0,0,2,0.23,0.025167785,724.49,13,0,6,2,3,0.01,0.013633504
0.43,0,0,1,0.21,0.030201342,781.56,18,0,3,2,1,0.03,0.013650964
0.43,0,1,0,0.27,0.021812081,566.7,11,0,3,2,1,0,0.017445692
0.42,0,1,3,0.19,0.013422819,834.17,7,1,2,0,4,0.02,0.01312494
0.42,0,0,0,0.28,0.010067114,1009.35,6,0,4,2,0,0,0.014256375
0.42,0,0,1,0.19,0.018456376,789.88,11,0,0,0,1,0.01,0.015669167
0.42,0,0,0,0.19,0.035234899,359.3,15,0,3,2,0,0.03,0.015022578
0.42,0,0,1,0.17,0.026845638,279.55,12,0,0,0,1,0.04,0.013025189
0.42,0,0,0,0.3,0.023489933,658.22,14,0,4,2,0,0,0.014126273
0.42,0,0,2,0.08,0.021812081,596.45,13,0,5,2,3,0,0.00540288
0.42,0,0,1,0.24,0.021812081,435.05,12,0,0,0,1,0.02,0.016001074
0.42,0,0,0,0.08,0.021812081,318.66,13,0,6,1,0,0.02,0.005294787
0.42,0,0,1,0.32,0.011744966,417.24,7,0,0,0,1,0.01,0.012875385
0.42,0,0,0,0.22,0.016778523,446.1,7,0,8,2,0,0.02,0.015477831
0.42,2,0,0,0.07,0.023489933,556.07,12,0,11,2,1,0.01,0.00534265
0.42,0,1,0,0.29,0.016778523,229.16,8,0,8,2,1,0.02,0.015400401
0.42,0,0,2,0.05,0.021812081,711.79,12,0,7,5,3,0.02,0.00354542
0.42,0,0,0,0.25,0.02852349,588.83,15,0,3,4,0,0.02,0.018191132
0.42,0,0,1,0.28,0.030201342,746.48,18,0,0,0,1,0.02,0.015516742
0.42,0,0,0,0.23,0.031879195,664.97,19,0,9,2,0,0.03,0.01671538
0.42,0,0,1,0.23,0.023489933,320.42,12,0,0,0,1,0.03,0.016735366
0.41,0,0,0,0.26,0.018456376,715.76,10,0,5,2,0,0.04,0.015334388
0.41,0,0,1,0.05,0.023489933,441.41,12,0,0,0,1,0.02,0.003839891
0.41,0,0,2,0.31,0.010067114,627.23,5,0,8,5,3,0.04,0.013120973
0.41,0,0,0,0.08,0.020134228,403.3,10,0,4,3,1,0.01,0.00540288
0.41,0,0,0,0.24,0.025167785,502.37,13,0,7,2,1,0,0.016867301
0.41,0,0,0,0.1,0.030201342,729.45,16,0,10,4,2,0.01,0.00725739
0.41,0,2,3,0.26,0.023489933,527.38,14,1,13,3,7,0.01,0.016966103
0.41,2,0,1,0.19,0.015100671,511.3,9,1,8,5,3,0.01,0.014562986
0.41,0,0,0,0.22,0.016778523,902.31,10,0,9,4,1,0.01,0.01590053
0.41,0,0,0,0.29,0.015100671,434.86,9,0,5,3,1,0.01,0.015520658
0.41,2,0,0,0.26,0.043624161,605.46,26,0,6,5,0,0.02,0.014696944
0.41,2,0,1,0.21,0.043624161,496.42,20,0,13,9,3,0.04,0.016904752
0.41,1,0,0,0.28,0.040268456,504.89,21,0,4,2,0,0.04,0.015024121
0.41,0,1,0,0.29,0.025167785,165.37,9,0,5,3,0,0.01,0.01521684
0.41,2,1,1,0.22,0.030201342,355.35,17,0,9,3,1,0.01,0.016982787
0.41,0,0,1,0.18,0.018456376,371.79,9,0,0,0,1,0,0.014666854
0.41,0,0,0,0.21,0.025167785,682.2,15,0,7,3,1,0.02,0.015346128
0.41,2,0,0,0.26,0.021812081,677.14,13,0,3,3,0,0.01,0.014811709
0.41,2,1,0,0.31,0.016778523,479.71,9,0,6,5,0,0.01,0.013632088
0.4,0,0,1,0.08,0.015100671,710.65,9,0,7,3,2,0.02,0.00540288
0.4,4,0,0,0.29,0.023489933,475.43,14,0,12,6,2,0,0.014423295
0.4,0,0,1,0.2,0.025167785,635.75,14,0,8,2,3,0.01,0.016497544
0.4,0,0,0,0.31,0.021812081,586.46,12,0,6,1,1,0.02,0.013895546
0.4,0,1,2,0.27,0.048657718,387.85,26,1,12,5,5,0.01,0.015688245
0.4,0,0,0,0.29,0.046979866,387.47,23,0,5,2,0,0.02,0.014734095
0.4,0,0,0,0.25,0.008389262,1105.47,5,0,5,3,1,0.01,0.017156057
0.4,0,2,0,0.26,0.025167785,420.75,12,2,16,5,2,0.01,0.016073599
0.4,0,1,1,0.27,0.015100671,566.47,8,0,2,1,1,0.02,0.013404869
0.4,0,0,0,0.26,0.02852349,609.72,14,0,7,3,1,0.01,0.015775213
0.4,2,0,0,0.22,0.025167785,388.73,13,0,10,7,1,0.02,0.014119118
0.4,0,0,0,0.29,0.021812081,520.83,13,0,6,2,1,0.01,0.013505928
0.4,0,0,1,0.16,0.02852349,436.96,15,0,4,2,2,0.01,0.013383224
0.4,0,0,1,0.24,0.025167785,440.61,14,0,7,6,2,0.03,0.015503608
0.4,0,0,0,0.28,0.02852349,416.89,16,0,12,7,1,0.02,0.013578119
0.4,2,0,0,0.27,0.05033557,488.29,30,0,10,5,1,0.01,0.011809374
0.4,0,0,0,0.24,0.033557047,711.34,20,0,12,6,1,0,0.016223889
0.4,0,0,1,0.29,0.016778523,461.26,9,0,0,0,1,0.01,0.01408714
0.39,0,0,0,0.3,0.046979866,742.69,27,0,1,0,0,0.02,0.012195793
0.39,0,0,0,0.28,0.045302013,587.02,27,0,4,4,0,0.03,0.01283799
0.39,0,0,0,0.31,0.033557047,524.5,17,0,10,3,0,0.03,0.012442201
0.39,0,2,2,0.05,0.025167785,394.1,14,0,4,2,2,0.01,0.003839891
0.39,0,6,1,0.16,0.020134228,811.14,12,1,8,0,2,0.02,0.01182437
0.39,0,0,0,0.27,0.021812081,845.89,11,0,4,2,0,0.03,0.014848634
0.39,2,0,1,0.24,0.018456376,192.71,9,0,6,6,1,0.04,0.014210555
0.39,0,0,0,0.22,0.030201342,356.71,15,0,1,0,0,0.01,0.016482115
0.39,0,0,0,0.18,0.021812081,502.28,13,0,9,5,1,0.03,0.015027139
0.39,0,0,0,0.28,0.013422819,893.18,7,0,7,1,1,0.04,0.013213438
0.39,0,0,1,0.25,0.026845638,430.53,15,0,0,0,1,0.01,0.015817178
0.39,0,3,0,0.09,0.016778523,565.43,9,2,10,4,1,0,0.007339805
0.39,0,0,0,0.3,0.043624161,403.09,20,0,7,7,2,0,0.012420945
0.39,2,1,0,0.29,0.026845638,757.34,15,0,9,2,1,0.01,0.012260583
0.39,0,0,0,0.08,0.020134228,260.51,10,0,4,5,0,0.01,0.00540288
0.39,0,0,0,0.29,0.048657718,579.93,28,0,4,2,1,0.01,0.013442082
0.39,0,0,1,0.29,0.176174497,445.82,92,0,8,2,2,0.01,0.012750556
0.39,0,0,0,0.24,0.030201342,684.68,17,0,14,4,0,0.02,0.014865886
0.39,0,0,1,0.31,0.018456376,617.03,10,0,9,4,1,0.01,0.011898127
0.38,0,0,0,0.24,0.02852349,229.81,9,0,8,3,1,0.02,0.013730735
0.38,0,0,0,0.24,0.023489933,508.34,11,0,7,6,2,0.02,0.017593548
0.38,0,4,2,0.28,0.02852349,643.11,16,6,10,1,3,0.01,0.013254469
0.38,0,0,0,0.29,0.031879195,557.1,17,0,8,4,0,0.01,0.013172903
0.38,0,0,0,0.23,0.02852349,561.63,13,0,3,4,0,0.03,0.015170593
0.38,0,0,0,0.34,0.053691275,421.35,27,0,4,2,0,0.01,0.011575066
0.38,0,0,0,0.27,0.025167785,640.51,15,0,8,2,0,0.01,0.014774769
0.38,0,0,0,0.25,0.011744966,468.14,7,0,3,1,0,0.01,0.014660738
0.38,0,0,0,0.26,0.182885906,414.64,99,0,7,4,2,0.01,0.015965334
0.38,0,0,0,0.22,0.031879195,616.13,18,0,10,6,1,0,0.01399891
0.38,0,0,0,0.2,0.016778523,421.03,9,0,9,5,2,0.01,0.013292552
0.38,0,1,0,0.21,0.021812081,334.79,12,0,10,4,1,0.02,0.015136851
0.38,1,0,1,0.28,0.030201342,866.29,18,0,9,3,1,0.03,0.014764317
0.38,0,0,0,0.31,0.058724832,496.79,31,0,7,1,1,0.02,0.011197659
0.38,0,0,6,0.31,0.02852349,395.37,15,0,8,5,8,0.03,0.013374127
0.38,0,0,0,0.32,0.046979866,343.83,19,0,3,4,0,0.02,0.011224316
0.38,4,0,0,0.25,0.015100671,541.03,9,0,8,3,2,0.02,0.01422431
0.38,4,0,2,0.27,0.031879195,641.28,18,0,10,6,2,0.01,0.013150266
0.37,0,3,1,0.25,0.02852349,588.83,15,1,13,2,3,0.03,0.017737336
0.37,0,0,1,0.25,0.030201342,746.48,18,0,8,5,3,0.02,0.017673046
0.37,0,0,0,0.24,0.033557047,632.15,19,0,3,3,0,0.03,0.017597201
0.37,0,0,0,0.29,0.023489933,378.1,12,0,3,3,2,0.03,0.014382081
0.37,0,0,0,0.23,0.020134228,729.55,11,0,6,1,1,0.03,0.01402233
0.37,0,0,0,0.29,0.015100671,583.34,7,0,12,8,1,0.02,0.014842907
0.37,8,0,2,0.25,0.016778523,626.71,8,4,17,8,5,0.04,0.013989276
0.37,2,2,0,0.26,0.031879195,655.3,18,0,11,7,2,0,0.016179324
0.37,12,12,5,0.2,0.033557047,388.76,16,4,15,0,6,0,0.016370658
0.37,6,7,11,0.34,0.187919463,341.35,81,1,17,5,13,0.02,0.010089277
0.37,3,2,2,0.3,0.05033557,281.48,23,1,8,3,2,0,0.013657489
0.37,0,0,0,0.27,0.016778523,447.1,10,0,7,6,1,0.01,0.016089644
0.37,4,0,0,0.15,0.003355705,1283.36,2,0,10,3,1,0.01,0.008670246
0.37,3,4,2,0.27,0.020134228,478.13,10,2,9,2,2,0.03,0.015490889
0.37,1,1,2,0.2,0.011744966,390.52,7,0,6,2,2,0,0.016965264
0.37,0,0,0,0.3,0.013422819,411.43,8,0,6,4,0,0,0.011502926
0.37,0,0,1,0.31,0.016778523,365.46,9,0,9,4,1,0,0.012120453
0.37,0,1,0,0.26,0.031879195,444.92,17,0,6,7,0,0.05,0.016081967
0.37,0,3,0,0.3,0.036912752,450.39,21,0,14,8,0,0,0.013676341
0.36,8,0,0,0.24,0.011744966,762.93,7,0,17,8,3,0.02,0.016612361
0.36,0,0,0,0.29,0.023489933,317.73,12,0,2,3,0,0.01,0.015100706
0.36,0,2,2,0.31,0.038590604,926.67,22,1,7,5,4,0.01,0.012697436
0.36,0,0,0,0.26,0.011744966,340.05,7,0,5,3,0,0.02,0.013008327
0.36,0,0,0,0.24,0.030201342,638.02,17,0,14,1,0,0,0.016290049
0.36,0,0,0,0.28,0.005033557,1461.24,3,0,5,6,0,0.02,0.013477078
0.36,0,0,0,0.3,0.033557047,418.17,19,0,5,4,1,0,0.013331671
0.36,2,0,0,0.19,0.025167785,230.03,10,0,14,3,0,0,0.013940483
0.36,2,2,0,0.25,0.110738255,308.36,55,0,9,7,0,0,0.014115389
0.36,0,0,1,0.25,0.015100671,313.17,9,0,8,3,3,0.01,0.013616222
0.36,0,0,1,0.27,0.07885906,266.16,31,0,14,8,4,0.01,0.013164468
0.36,0,0,0,0.17,0.040268456,464.35,22,0,12,3,1,0.04,0.013061673
0.36,0,0,0,0.26,0.025167785,461.42,10,0,4,3,0,0,0.016160689
0.36,4,5,2,0.23,0.02852349,107.6,13,1,23,3,3,0.02,0.014891698
0.36,0,0,0,0.35,0.008389262,91.02,4,0,15,8,2,0.01,0.01075497
0.36,0,0,0,0.26,0.016778523,232.05,6,0,13,9,0,0,0.013947222
0.36,0,1,0,0.29,0.008389262,188.94,4,0,8,2,0,0,0.014502263
0.36,0,1,1,0.23,0.018456376,143.27,8,0,10,0,1,0,0.015512703
0.35,0,0,1,0.29,0.010067114,162.49,5,0,10,2,2,0,0.013192982
0.35,0,0,1,0.27,0.040268456,582.28,22,0,9,2,2,0,0.013209318
0.35,0,0,0,0.25,0.015100671,297.62,5,0,12,1,0,0,0.013066093
0.35,0,0,0,0.28,0.018456376,403,9,0,9,2,1,0.01,0.015007403
0.35,0,0,0,0.24,0.026845638,448.82,13,0,5,2,1,0.01,0.014862558
0.35,0,0,1,0.16,0.025167785,451.22,13,0,7,3,3,0.01,0.014775336
0.35,0,0,0,0.12,0.016778523,263.74,7,0,4,4,0,0.01,0.010270118
0.35,0,0,1,0.24,0.035234899,639.63,19,0,14,8,1,0.01,0.01566966
0.35,0,0,0,0.24,0.026845638,688.81,14,0,10,5,1,0,0.018736108
0.35,0,3,3,0.19,0.006711409,230.84,3,1,7,2,5,0,0.016687523
0.35,2,0,0,0.16,0.035234899,456.41,20,0,18,6,1,0.03,0.013503577
0.35,13,16,4,0.28,0.018456376,537.38,9,8,84,22,7,0,0.012752521
0.35,2,2,0,0.33,0.015100671,624.34,9,0,16,1,0,0.01,0.010190084
0.35,0,1,0,0.22,0.025167785,431.85,14,1,7,3,0,0.01,0.015713393
0.35,0,1,0,0.25,0.013422819,628.01,7,0,13,5,1,0.04,0.01440871
0.35,0,3,2,0.35,0.046979866,610.67,26,3,6,3,4,0.03,0.011070097
0.35,0,0,0,0.27,0.005033557,377.88,3,0,8,5,1,0.03,0.014023608
0.35,4,0,3,0.28,0.023489933,454.91,13,0,11,7,4,0.02,0.013938924
0.34,0,0,0,0.25,0.015100671,686.53,9,0,9,4,0,0,0.015209788
0.34,0,1,4,0.3,0.040268456,680.22,24,1,18,7,7,0.01,0.012837092
0.34,4,0,2,0.32,0.02852349,631.37,14,0,11,2,2,0.01,0.01230398
0.34,0,2,1,0.28,0.008389262,716.79,5,1,5,3,2,0.01,0.016386661
0.34,12,17,3,0.22,0.020134228,416.13,11,7,85,17,10,0.05,0.013740612
0.34,0,0,0,0.32,0.033557047,748.45,19,0,8,2,1,0.02,0.012217128
0.34,0,0,1,0.29,0.011744966,315.87,6,0,5,2,1,0.02,0.014891328
0.34,0,0,0,0.27,0.025167785,467.58,14,0,5,4,0,0.02,0.015470703
0.34,0,1,0,0.33,0.011744966,627.34,6,0,10,6,0,0.02,0.012214263
0.34,1,3,2,0.21,0.003355705,574.96,2,1,20,8,3,0.02,0.014578745
0.34,0,0,0,0.24,0.041946309,542.2,21,0,10,3,0,0.01,0.018131188
0.34,4,4,3,0.29,0.011744966,285.68,3,3,21,6,8,0,0.012972656
0.34,0,0,0,0.33,0.013422819,585.84,7,0,4,4,1,0.03,0.011274667
0.34,0,0,0,0.32,0.021812081,704.6,12,3,11,5,2,0,0.012270036
0.34,0,0,1,0.28,0.043624161,487.33,25,0,10,6,2,0.02,0.013071708
0.34,0,0,0,0.29,0.023489933,514.29,14,0,9,5,2,0.02,0.011863623
0.34,0,1,0,0.3,0.026845638,440.11,12,0,10,4,1,0.02,0.012574406
0.34,0,0,0,0.3,0.030201342,645.76,18,0,9,3,0,0,0.01365123
0.34,0,0,0,0.32,0.011744966,572.93,7,0,7,2,1,0.02,0.012408087
0.33,2,0,0,0.31,0.023489933,393.36,11,0,6,3,2,0.02,0.013374127
0.33,0,1,0,0.32,0.020134228,386.07,9,1,5,4,0,0,0.011074276
0.33,0,3,5,0.25,0.021812081,623.36,11,0,17,5,6,0.03,0.014006329
0.33,4,4,11,0.27,0.026845638,743.76,16,1,15,2,11,0.02,0.01381727
0.33,4,18,15,0.27,0.020134228,518.52,12,6,82,11,19,0.04,0.015595438
0.33,21,7,11,0.27,0.015100671,317.71,9,2,32,3,12,0.02,0.015278445
0.33,2,0,2,0.32,0.020134228,512.48,12,0,7,2,2,0.02,0.012997938
0.33,0,0,0,0.24,0.016778523,718.09,8,0,1,1,0,0,0.016762763
0.33,0,0,0,0.28,0.011744966,440.17,6,0,6,3,1,0.03,0.015448743
0.33,0,0,0,0.29,0.030201342,668.38,18,1,4,2,0,0.04,0.015543354
0.33,0,0,1,0.24,0.023489933,673.66,12,0,0,0,1,0.06,0.017987062
0.33,0,0,0,0.22,0.010067114,520.75,6,0,4,2,0,0.02,0.016382221
0.33,0,0,0,0.19,0.008389262,371.26,5,0,3,3,0,0.01,0.015061263
0.33,0,0,2,0.18,0.013422819,446.33,8,0,0,0,2,0.02,0.014873419
0.33,2,1,0,0.05,0.025167785,633.23,15,0,14,2,1,0,0.003839891
0.33,2,0,0,0.25,0.015100671,397.06,8,0,11,4,0,0,0.016667305
0.33,0,0,1,0.19,0.023489933,663.66,13,0,5,2,1,0.01,0.014710498
0.33,0,0,1,0.11,0.041946309,415.15,19,0,5,5,2,0.01,0.008193337
0.32,2,0,1,0.27,0.035234899,575.17,19,0,12,4,4,0.01,0.016583141
0.32,0,0,0,0.26,0.030201342,616.68,15,0,4,2,0,0.02,0.012580309
0.32,2,2,3,0.28,0.013422819,520.71,8,1,10,5,7,0.02,0.014489878
0.32,4,0,0,0.25,0.008389262,294.46,4,1,1,2,0,0.02,0.014979129
0.32,0,0,1,0.28,0.016778523,250.41,10,0,0,0,1,0.02,0.013636537
0.32,0,0,0,0.22,0.018456376,351.18,9,0,9,4,2,0,0.016311709
0.32,0,2,6,0.29,0.018456376,234.38,10,2,11,3,7,0.02,0.014422414
0.32,1,27,4,0.23,0.011744966,191.02,6,10,39,6,7,0,0.016333383
0.32,1,3,2,0.05,0.021812081,505.19,12,0,8,2,2,0.03,0.003839891
0.32,10,17,13,0.34,0.030201342,302.83,16,6,48,3,15,0.04,0.01166339
0.32,8,5,13,0.27,0.023489933,364.26,14,1,19,5,13,0.03,0.015945807
0.32,2,7,4,0.28,0.023489933,705.44,14,2,14,3,5,0.02,0.014089743
0.32,20,10,4,0.21,0.025167785,488.61,15,0,26,0,4,0,0.016633791
0.32,0,2,0,0.29,0.025167785,472.3,13,4,4,2,0,0.03,0.01463932
0.32,3,7,1,0.3,0.021812081,500.24,11,4,10,2,2,0.02,0.012987286
0.32,6,4,1,0.26,0.041946309,276.94,15,1,6,0,2,0.01,0.016903403
0.32,8,6,3,0.2,0.011744966,401.14,7,2,11,0,3,0,0.013613481
0.32,2,5,1,0.23,0.016778523,255.84,7,3,7,0,1,0.02,0.016515373
0.32,7,0,4,0.22,0.023489933,452.13,12,0,10,13,5,0.02,0.015856959
0.31,0,0,0,0.18,0.021812081,433.59,11,2,5,3,2,0.03,0.013288942
0.31,0,0,0,0.19,0.031879195,502.77,16,0,5,3,0,0.02,0.015436395
0.31,0,0,0,0.18,0.026845638,547.72,16,0,6,5,0,0,0.015015899
0.31,4,0,2,0.24,0.011744966,675.9,7,0,5,7,2,0.03,0.016590325
0.31,3,8,3,0.24,0.008389262,257.8,3,2,7,0,5,0.01,0.016753635
0.31,0,0,0,0.19,0.006711409,477.44,4,0,11,9,1,0.02,0.014612947
0.31,0,1,0,0.24,0.008389262,419.24,5,0,11,2,0,0,0.016058853
0.31,0,0,0,0.27,0.011744966,480.44,7,0,1,2,0,0,0.015107533
0.31,0,0,0,0.24,0.011744966,345.97,7,1,11,7,0,0,0.016573089
0.31,0,0,0,0.24,0.013422819,202.67,7,0,7,6,0,0.03,0.015012588
0.31,0,0,0,0.19,0.016778523,313.82,9,0,5,3,0,0,0.0132363
0.31,0,0,0,0.27,0.018456376,680.89,9,0,7,4,0,0,0.015282034
0.31,0,0,0,0.29,0.008389262,1037.95,5,0,4,2,1,0.01,0.01285279
0.31,0,0,0,0.27,0.008389262,741.49,5,0,21,3,1,0.02,0.015605544
0.31,0,1,1,0.28,0.018456376,363.14,11,0,3,0,1,0.02,0.012440887
0.31,0,0,0,0.26,0.026845638,277.92,15,0,8,3,1,0.03,0.012942226
0.31,0,0,0,0.2,0.02852349,528.72,16,0,5,3,0,0.03,0.015343406
0.31,2,0,0,0.27,0.015100671,622.04,8,0,11,8,0,0.02,0.013920168
0.3,1,3,2,0.2,0.020134228,541.52,10,1,10,1,5,0,0.017238818
0.3,3,0,1,0.26,0.026845638,763.79,15,0,2,4,1,0.02,0.015859674
0.3,0,0,0,0.27,0.02852349,666.38,17,0,8,4,0,0,0.016778181
0.3,0,0,0,0.21,0.010067114,368.72,3,0,12,7,0,0.02,0.012278172
0.3,0,0,0,0.29,0.011744966,347.98,7,0,4,2,0,0.02,0.01449519
0.3,2,0,0,0.22,0.018456376,402.89,9,0,8,6,1,0,0.017337652
0.3,2,0,0,0.25,0.008389262,292.42,3,0,4,4,0,0,0.012832555
0.3,0,0,1,0.28,0.021812081,499.94,13,0,0,0,1,0.02,0.015323436
0.3,0,0,0,0.18,0.013422819,515.33,8,0,2,0,0,0,0.014161136
0.3,0,0,1,0.26,0.02852349,357.2,14,0,14,5,2,0.01,0.016127561
0.3,0,0,0,0.25,0.011744966,661.96,7,0,5,1,0,0,0.016328249
0.3,2,0,0,0.05,0.018456376,193.13,8,0,4,4,0,0,0.003839891
0.3,0,0,0,0.26,0.021812081,238.94,12,0,4,4,2,0.02,0.01598101
0.3,0,1,1,0.33,0.023489933,367.56,13,0,14,9,2,0.02,0.01193753
0.3,0,0,0,0.19,0.035234899,299.4,19,0,5,5,0,0,0.013881068
0.3,0,0,0,0.26,0.015100671,490.91,8,0,8,4,0,0.01,0.017771295
0.3,1,1,0,0.23,0.011744966,740.61,6,0,10,3,4,0.02,0.017148531
0.3,1,0,1,0.27,0.025167785,282.44,13,0,6,0,1,0.02,0.016089217
0.29,0,2,1,0.14,0.006711409,285.06,4,1,10,3,2,0.01,0.010139637
0.29,0,0,0,0.18,0.008389262,357.71,4,0,8,3,0,0,0.013095426
0.29,2,0,0,0.32,0.008389262,357.71,4,0,7,2,1,0,0.013593951
0.29,0,0,0,0.21,0.018456376,250.64,10,0,8,6,3,0,0.016139383
0.29,1,0,0,0.2,0.016778523,472.09,10,0,9,4,0,0,0.016968159
0.29,3,0,1,0.23,0.018456376,572.9,9,0,8,2,1,0,0.015779813
0.29,0,0,0,0.27,0.016778523,560.41,10,1,8,3,0,0,0.015116646
0.29,0,0,0,0.24,0.020134228,781.48,12,0,6,5,0,0,0.017155084
0.29,0,0,0,0.34,0.006711409,294.28,4,0,4,2,0,0.02,0.011030991
0.29,2,0,0,0.24,0.011744966,226.64,6,0,10,5,0,0.01,0.016721852
0.29,2,0,0,0.27,0.015100671,287.11,7,0,8,3,0,0,0.01608269
0.29,0,0,1,0.28,0.041946309,553.3,24,0,4,2,1,0.03,0.015633608
0.29,0,0,0,0.27,0.030201342,608,17,0,2,2,1,0,0.01526589
0.29,0,0,0,0.26,0.018456376,441.03,10,0,5,2,2,0.03,0.016354111
0.29,0,0,0,0.24,0.013422819,685.18,7,0,10,3,1,0.01,0.015972809
0.29,2,3,0,0.22,0.02852349,365.54,16,0,6,1,0,0.03,0.015165744
0.29,0,0,0,0.27,0.026845638,446.21,16,0,9,4,1,0,0.015511857
0.29,0,2,2,0.26,0.023489933,503.55,14,1,16,6,3,0.01,0.017670088
0.29,0,0,0,0.31,0.021812081,420.84,11,0,12,8,1,0.01,0.013081893
0.28,2,0,0,0.28,0.011744966,553.87,6,0,13,4,0,0.04,0.015892899
0.28,0,0,0,0.3,0.013422819,690.04,7,0,6,2,1,0.01,0.01303461
0.28,0,0,0,0.27,0.038590604,455.21,23,0,3,3,0,0.01,0.014895309
0.28,0,0,0,0.24,0.018456376,384.74,11,0,7,2,1,0,0.014067526
0.28,0,0,0,0.32,0.013422819,616.17,8,0,3,5,1,0.03,0.012844906
0.28,2,0,0,0.32,0.018456376,409.18,11,0,9,1,1,0.01,0.012567868
0.28,2,0,1,0.23,0.015100671,371.6,8,0,6,0,1,0.01,0.016394511
0.28,0,0,1,0.29,0.127516779,267.29,65,0,10,1,2,0.04,0.014358622
0.28,0,0,0,0.21,0.023489933,322.98,11,1,10,5,3,0.02,0.015997644
0.28,0,0,0,0.26,0.016778523,258.48,7,1,7,4,2,0.01,0.017000321
0.28,0,0,0,0.25,0.021812081,345.97,12,0,6,3,3,0.02,0.015885373
0.28,0,0,0,0.23,0.040268456,303.19,22,0,9,3,2,0,0.015921617
0.28,0,0,0,0.22,0.030201342,280.64,17,1,8,5,1,0.02,0.016745581
0.28,0,2,3,0.22,0.021812081,295.31,13,1,6,3,8,0.01,0.016807779
0.28,0,5,0,0.27,0.018456376,653.59,11,5,15,2,1,0,0.016030271
0.28,0,0,0,0.26,0.013422819,434.98,8,0,3,3,0,0.02,0.015955653
0.28,0,0,0,0.25,0.031879195,450.38,17,0,4,4,1,0.02,0.018084073
0.28,0,0,0,0.3,0.038590604,321.49,17,0,7,4,1,0,0.012962006
0.27,0,0,0,0.23,0.018456376,120.28,9,0,8,3,0,0,0.017566744
0.27,0,0,0,0.29,0.023489933,379.29,14,0,9,3,1,0,0.015302187
0.27,0,0,0,0.23,0.013422819,658.31,8,0,10,1,2,0.01,0.016047935
0.27,0,0,2,0.28,0.018456376,469.04,10,0,3,1,4,0.01,0.014675866
0.27,0,0,1,0.23,0.013422819,622.11,7,0,2,3,1,0,0.015994735
0.27,0,0,1,0.27,0.006711409,241.86,3,0,2,3,1,0.01,0.016135738
0.27,0,0,0,0.31,0.023489933,467.92,11,0,2,2,0,0.01,0.012541632
0.27,0,0,0,0.22,0.006711409,737.24,4,0,7,1,0,0,0.016697185
0.27,0,0,0,0.15,0.018456376,545.63,10,0,5,2,0,0,0.010960099
